province;product_types;currency;product_group_id;product_line;value;date
POMERANIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2012-9
WEST POMERANIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;31.54;2016-3
KUYAVIA-POMERANIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2008-10
OPOLE;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;0.0;2017-10
MASOVIA;;PLN;2.0;dressed chickens - per 1kg;5.76;2015-9
MASOVIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2013-6
SILESIA;white table salt bagged - per 1kg;PLN;3.0;;0.28;2009-2
HOLY CROSS;white table salt bagged - per 1kg;PLN;3.0;;0.0;2008-10
ŁÓDŹ;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2006-4
GREATER POLAND;white table salt bagged - per 1kg;PLN;3.0;;0.0;2012-2
HOLY CROSS;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.76;2004-10
SUBCARPATHIA;white table salt bagged - per 1kg;PLN;3.0;;0.0;2015-10
SUBCARPATHIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;13.05;2013-7
SILESIA;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.14;2007-12
LOWER SILESIA;;PLN;2.0;Hunter's sausage dried - per 1kg;21.21;2012-1
GREATER POLAND;;PLN;2.0;barley groats sausage - per 1kg;6.93;2011-7
SUBCARPATHIA;apple juice, boxed - per 1l;PLN;1.0;;0.0;2015-9
HOLY CROSS;;PLN;2.0;barley groats sausage - per 1kg;6.76;2014-1
WARMIA-MASURIA;;PLN;2.0;fresh non-dressed trout - per 1kg;;2000-3
POLAND;;PLN;2.0;haddock fillets frozen - per 1kg;10.61;2001-4
POLAND;apple juice, boxed - per 1l;PLN;1.0;;1.88;1999-9
LUBUSZ;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2006-1
LESSER POLAND;;PLN;2.0;beef with bone (rump steak) - per 1kg;13.18;2004-5
WEST POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.4;2013-6
LOWER SILESIA;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;13.47;2012-4
POMERANIA;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.33;2019-5
LUBUSZ;;PLN;2.0;Hunter's sausage dried - per 1kg;19.34;2019-3
WARMIA-MASURIA;;PLN;2.0;dressed chickens - per 1kg;5.47;2017-7
SILESIA;30% tomato concentrate - per 1kg;PLN;1.0;;4.17;2013-5
WEST POMERANIA;;PLN;2.0;pork belly cooked - per 1kg;19.28;2013-1
POLAND;white table salt bagged - per 1kg;PLN;3.0;;0.31;2007-7
LOWER SILESIA;;PLN;2.0;barley groats sausage - per 1kg;7.45;2011-9
POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;3.23;2001-12
SILESIA;;PLN;2.0;dressed chickens - per 1kg;5.45;2008-3
PODLASKIE;;PLN;2.0;dressed chickens - per 1kg;4.44;2002-9
LESSER POLAND;;PLN;2.0;smoked bacon with ribs - per 1kg;16.2;2016-1
KUYAVIA-POMERANIA;natural chocolate plain - per 1kg;PLN;3.0;;14.98;2018-3
GREATER POLAND;;PLN;2.0;haddock fillets frozen - per 1kg;4.14;2006-6
HOLY CROSS;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;0.0;2011-11
GREATER POLAND;;PLN;4.0;Masurian barley groats - per 1kg;2.58;2012-8
PODLASKIE;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2003-3
LOWER SILESIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.87;2004-7
SILESIA;;PLN;2.0;dressed chickens - per 1kg;5.15;2015-2
ŁÓDŹ;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;2.3;2004-8
GREATER POLAND;;PLN;2.0;haddock fillets frozen - per 1kg;8.87;2005-4
LUBLIN;;PLN;2.0;haddock fillets frozen - per 1kg;16.73;2017-6
LOWER SILESIA;;PLN;2.0;smoked bacon with ribs - per 1kg;13.83;2015-8
WEST POMERANIA;;PLN;2.0;fresh non-dressed trout - per 1kg;12.53;2018-1
OPOLE;;PLN;2.0;pork ham cooked - per 1kg;20.26;2006-5
WARMIA-MASURIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;12.64;2019-9
MASOVIA;;PLN;2.0;smoked bacon with ribs - per 1kg;12.35;2005-12
PODLASKIE;frozen carrot and pea mix - per 1kg;EUR;1.0;;2.28;2018-3
LUBLIN;;PLN;2.0;Italian head cheese - per 1kg;10.5;2012-5
GREATER POLAND;;PLN;2.0;barley groats sausage - per 1kg;7.02;2014-12
POMERANIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2017-12
LUBUSZ;;PLN;2.0;Hunter's sausage dried - per 1kg;16.17;2019-10
PODLASKIE;frozen carrot and pea mix - per 1kg;EUR;1.0;;3.31;2008-6
WEST POMERANIA;;PLN;2.0;dressed chickens - per 1kg;6.45;2019-7
WEST POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.59;2013-11
HOLY CROSS;;PLN;2.0;boneless beef (sirloin) - per 1kg;17.41;2007-7
HOLY CROSS;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2017-9
LUBLIN;beet sugar white, bagged - per 1kg;PLN;3.0;;0.0;2015-3
LOWER SILESIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2012-7
POLAND;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.57;2005-12
LOWER SILESIA;;PLN;4.0;bread - per 1kg;;2004-9
MASOVIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2002-2
LESSER POLAND;;PLN;2.0;barley groats sausage - per 1kg;6.75;2012-4
MASOVIA;;PLN;2.0;smoked bacon with ribs - per 1kg;13.31;2008-5
LUBLIN;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2004-7
KUYAVIA-POMERANIA;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2017-9
WARMIA-MASURIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;3.57;2001-8
OPOLE;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2015-1
WEST POMERANIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2009-6
GREATER POLAND;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.38;2017-12
SILESIA;;PLN;2.0;pork belly cooked - per 1kg;14.44;2006-7
LUBUSZ;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.88;2001-7
WEST POMERANIA;;PLN;4.0;bread - per 1kg;;2018-11
SUBCARPATHIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;;1999-2
LOWER SILESIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;9.69;1999-11
POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;5.08;2016-6
POMERANIA;;PLN;2.0;salted herring, non-dressed - per 1kg;5.19;2001-4
WEST POMERANIA;;PLN;2.0;salted herring, non-dressed - per 1kg;11.04;2016-4
PODLASKIE;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2008-7
ŁÓDŹ;30% tomato concentrate - per 1kg;PLN;1.0;;7.26;2014-10
POLAND;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.11;2018-1
KUYAVIA-POMERANIA;;PLN;2.0;barley groats sausage - per 1kg;5.84;2019-4
SILESIA;;PLN;2.0;smoked bacon with ribs - per 1kg;12.37;2019-2
HOLY CROSS;;PLN;4.0;Masurian barley groats - per 1kg;2.05;2018-2
LUBUSZ;white table salt bagged - per 1kg;PLN;3.0;;0.0;2018-7
ŁÓDŹ;;PLN;4.0;bread - per 1kg;;2015-7
HOLY CROSS;;PLN;2.0;fresh non-dressed carp - per 1kg;0.0;2002-9
OPOLE;;PLN;2.0;pork  meat (raw bacon) - per 1kg;10.84;2010-1
PODLASKIE;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2006-3
LOWER SILESIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.3;2014-12
KUYAVIA-POMERANIA;;PLN;2.0;salted herring, non-dressed - per 1kg;5.01;2006-1
POLAND;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.95;2017-10
LOWER SILESIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2013-4
WEST POMERANIA;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2019-8
LUBLIN;;PLN;2.0;haddock fillets frozen - per 1kg;18.1;2016-4
KUYAVIA-POMERANIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2006-5
POMERANIA;;PLN;2.0;dressed chickens - per 1kg;4.91;2002-11
GREATER POLAND;frozen carrot and pea mix - per 1kg;EUR;1.0;;4.53;2011-7
WEST POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.07;2001-7
PODLASKIE;;PLN;2.0;dressed chickens - per 1kg;5.01;1999-4
ŁÓDŹ;frozen carrot and pea mix - per 1kg;EUR;1.0;;0.0;2016-10
LESSER POLAND;apple juice, boxed - per 1l;PLN;1.0;;1.78;2017-4
MASOVIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.27;2015-3
LUBUSZ;;PLN;2.0;pork ham cooked - per 1kg;15.28;2006-7
POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;4.28;2018-9
PODLASKIE;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;2.39;1999-9
POLAND;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.29;2002-11
SILESIA;;PLN;4.0;bread - per 1kg;;2019-9
WEST POMERANIA;white table salt bagged - per 1kg;PLN;3.0;;0.0;2016-4
POLAND;;PLN;2.0;haddock fillets frozen - per 1kg;10.31;2006-9
WEST POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;;1999-2
LUBUSZ;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2010-9
SUBCARPATHIA;;PLN;2.0;barley groats sausage - per 1kg;7.33;2015-9
KUYAVIA-POMERANIA;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2016-4
GREATER POLAND;;PLN;2.0;Italian head cheese - per 1kg;6.65;2005-2
POMERANIA;;PLN;2.0;salted herring, non-dressed - per 1kg;6.89;2005-12
GREATER POLAND;;PLN;2.0;smoked bacon with ribs - per 1kg;10.8;2003-4
WEST POMERANIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;12.32;2000-9
LUBUSZ;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2019-3
POMERANIA;;PLN;2.0;Hunter's sausage dried - per 1kg;21.79;2015-7
OPOLE;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;10.69;2006-8
POMERANIA;;PLN;4.0;bread - per 1kg;;2001-7
WARMIA-MASURIA;;PLN;2.0;barley groats sausage - per 1kg;8.88;2017-5
POLAND;;PLN;4.0;bread - per 1kg;;2019-11
LOWER SILESIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;19.4;2010-4
LOWER SILESIA;;PLN;4.0;bread - per 1kg;;2011-12
POLAND;;PLN;4.0;Masurian barley groats - per 1kg;2.22;2017-6
SILESIA;;PLN;4.0;bread - per 1kg;;2000-4
KUYAVIA-POMERANIA;;PLN;2.0;haddock fillets frozen - per 1kg;6.01;2019-10
POLAND;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.29;2013-11
WARMIA-MASURIA;;PLN;2.0;smoked bacon with ribs - per 1kg;9.03;2001-9
OPOLE;;PLN;2.0;smoked bacon with ribs - per 1kg;12.12;2002-10
POMERANIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;30.98;2013-5
WEST POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;4.29;2017-9
HOLY CROSS;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.13;2005-5
SILESIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;8.45;2000-9
SILESIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;2.39;2016-10
SUBCARPATHIA;;PLN;2.0;Italian head cheese - per 1kg;13.69;2017-10
LOWER SILESIA;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;2018-8
GREATER POLAND;;PLN;4.0;bread - per 1kg;;2012-8
LOWER SILESIA;;PLN;2.0;pork belly cooked - per 1kg;15.35;2007-6
OPOLE;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.94;2019-6
SILESIA;natural chocolate plain - per 1kg;PLN;3.0;;6.62;2006-8
KUYAVIA-POMERANIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2016-7
WEST POMERANIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;0.0;2018-12
PODLASKIE;;PLN;2.0;boneless beef (sirloin) - per 1kg;30.08;2018-9
GREATER POLAND;;PLN;2.0;dressed chickens - per 1kg;6.5;2018-10
LOWER SILESIA;apple juice, boxed - per 1l;PLN;1.0;;0.88;2004-2
WARMIA-MASURIA;;PLN;2.0;Hunter's sausage dried - per 1kg;19.13;2010-5
POLAND;;PLN;2.0;boneless beef (sirloin) - per 1kg;29.3;2012-8
LESSER POLAND;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.54;2001-10
LESSER POLAND;;PLN;2.0;pork  meat (raw bacon) - per 1kg;14.33;2016-8
GREATER POLAND;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.73;2015-4
MASOVIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.91;1999-8
MASOVIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2001-11
SILESIA;;PLN;2.0;smoked bacon with ribs - per 1kg;20.23;2019-1
HOLY CROSS;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2012-5
LUBUSZ;apple juice, boxed - per 1l;PLN;1.0;;0.0;2010-6
WEST POMERANIA;;PLN;4.0;bread - per 1kg;;2014-10
KUYAVIA-POMERANIA;;PLN;2.0;dressed chickens - per 1kg;5.76;2012-10
SILESIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2000-11
GREATER POLAND;apple juice, boxed - per 1l;PLN;1.0;;0.0;2012-12
OPOLE;;PLN;2.0;fresh non-dressed carp - per 1kg;0.0;2003-7
HOLY CROSS;;PLN;2.0;Italian head cheese - per 1kg;6.49;2004-12
LUBUSZ;;PLN;2.0;boneless beef (sirloin) - per 1kg;29.81;2018-4
SUBCARPATHIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2002-1
PODLASKIE;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;13.93;2014-2
WEST POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.54;2008-2
SUBCARPATHIA;white table salt bagged - per 1kg;PLN;3.0;;0.0;2011-8
POLAND;white table salt bagged - per 1kg;PLN;3.0;;0.48;2019-3
WARMIA-MASURIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.17;2004-5
KUYAVIA-POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.88;2008-9
WEST POMERANIA;;PLN;2.0;pork ham cooked - per 1kg;20.72;2013-1
PODLASKIE;;PLN;2.0;pork belly cooked - per 1kg;16.72;2016-8
WEST POMERANIA;;PLN;4.0;bread - per 1kg;;2019-4
MASOVIA;;PLN;4.0;Masurian barley groats - per 1kg;2.37;2015-1
WEST POMERANIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2010-4
HOLY CROSS;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;1999-6
HOLY CROSS;apple juice, boxed - per 1l;PLN;1.0;;0.65;1999-8
LESSER POLAND;;PLN;2.0;Italian head cheese - per 1kg;5.52;1999-3
POLAND;;PLN;2.0;salted herring, non-dressed - per 1kg;10.27;2014-8
OPOLE;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2007-5
OPOLE;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2004-4
LUBLIN;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2014-3
KUYAVIA-POMERANIA;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;2001-11
ŁÓDŹ;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2006-8
GREATER POLAND;;PLN;2.0;pork ham cooked - per 1kg;15.54;2002-7
OPOLE;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2004-10
LUBLIN;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.22;2004-11
LUBLIN;;PLN;4.0;Masurian barley groats - per 1kg;1.36;2005-10
POMERANIA;;PLN;2.0;Italian head cheese - per 1kg;6.83;2006-12
POLAND;;PLN;2.0;haddock fillets frozen - per 1kg;14.84;2014-5
LESSER POLAND;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.46;2011-6
LOWER SILESIA;;PLN;2.0;smoked bacon with ribs - per 1kg;8.45;2011-8
LOWER SILESIA;;PLN;2.0;haddock fillets frozen - per 1kg;12.66;2001-1
KUYAVIA-POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.14;2001-9
OPOLE;;PLN;2.0;pork ham cooked - per 1kg;24.88;2016-5
LOWER SILESIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.76;2019-5
LUBLIN;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2007-2
LOWER SILESIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.54;2004-12
GREATER POLAND;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2018-8
HOLY CROSS;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.94;2015-2
SUBCARPATHIA;beet sugar white, bagged - per 1kg;PLN;3.0;;2.71;2005-4
SUBCARPATHIA;;PLN;2.0;pork ham cooked - per 1kg;16.89;2004-3
POLAND;beet sugar white, bagged - per 1kg;PLN;3.0;;3.19;2012-3
PODLASKIE;;PLN;4.0;buckwheat groats roasted whole - per 1kg;2.13;1999-5
SILESIA;apple juice, boxed - per 1l;PLN;1.0;;1.78;2013-8
LOWER SILESIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2006-4
ŁÓDŹ;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.66;2004-9
MASOVIA;;PLN;2.0;pork ham cooked - per 1kg;15.58;2006-6
LESSER POLAND;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2008-9
POMERANIA;;PLN;2.0;haddock fillets frozen - per 1kg;8.88;2002-12
LOWER SILESIA;;PLN;2.0;pork ham cooked - per 1kg;17.94;2019-11
LOWER SILESIA;;PLN;2.0;dressed chickens - per 1kg;5.81;2010-8
HOLY CROSS;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.31;2011-12
OPOLE;apple juice, boxed - per 1l;PLN;1.0;;0.0;2008-12
MASOVIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;4.27;2019-12
LESSER POLAND;;PLN;2.0;pork ham cooked - per 1kg;21.0;2014-4
SUBCARPATHIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2015-7
HOLY CROSS;;PLN;4.0;bread - per 1kg;;2001-12
KUYAVIA-POMERANIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2005-12
POMERANIA;;PLN;2.0;Italian head cheese - per 1kg;11.36;2015-2
KUYAVIA-POMERANIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;7.12;2005-11
LOWER SILESIA;natural chocolate plain - per 1kg;PLN;3.0;;7.36;2000-4
LUBLIN;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.3;2013-10
KUYAVIA-POMERANIA;;PLN;2.0;pork belly cooked - per 1kg;14.03;2005-2
LUBLIN;white table salt bagged - per 1kg;PLN;3.0;;0.0;2018-2
LESSER POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2009-11
MASOVIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2007-8
KUYAVIA-POMERANIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;9.44;2010-10
WARMIA-MASURIA;;PLN;2.0;haddock fillets frozen - per 1kg;7.53;2005-1
SILESIA;;PLN;2.0;smoked bacon with ribs - per 1kg;13.75;2019-8
OPOLE;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2001-9
MASOVIA;;PLN;4.0;bread - per 1kg;;2012-12
MASOVIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;21.12;2008-2
POMERANIA;;PLN;2.0;Hunter's sausage dried - per 1kg;17.79;1999-10
KUYAVIA-POMERANIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;3.06;2013-12
SUBCARPATHIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2009-6
MASOVIA;beet sugar white, bagged - per 1kg;PLN;3.0;;2.02;1999-2
SUBCARPATHIA;;PLN;2.0;Hunter's sausage dried - per 1kg;3.16;2019-7
GREATER POLAND;;PLN;2.0;dressed chickens - per 1kg;6.22;2008-4
LOWER SILESIA;30% tomato concentrate - per 1kg;PLN;1.0;;6.52;1999-11
LESSER POLAND;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2004-12
LUBLIN;;PLN;2.0;barley groats sausage - per 1kg;8.74;2016-6
HOLY CROSS;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2004-1
KUYAVIA-POMERANIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;2.76;2015-12
KUYAVIA-POMERANIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2001-1
SUBCARPATHIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2014-9
KUYAVIA-POMERANIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;11.13;2000-2
KUYAVIA-POMERANIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;2.28;2004-2
LUBLIN;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;1.73;2003-1
HOLY CROSS;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2009-10
GREATER POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2009-11
POLAND;;PLN;2.0;fresh non-dressed trout - per 1kg;9.86;2007-5
SILESIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2019-2
POLAND;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.47;2013-9
LUBUSZ;;PLN;2.0;boneless beef (sirloin) - per 1kg;35.52;2014-2
KUYAVIA-POMERANIA;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;2003-4
GREATER POLAND;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;4.22;2018-2
KUYAVIA-POMERANIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2006-11
HOLY CROSS;frozen carrot and pea mix - per 1kg;EUR;1.0;;0.0;2018-9
LUBUSZ;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;2004-10
SILESIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2007-6
POLAND;apple juice, boxed - per 1l;PLN;1.0;;2.0;2012-10
LOWER SILESIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;3.17;2003-2
HOLY CROSS;;PLN;2.0;dressed chickens - per 1kg;6.21;2014-6
LUBUSZ;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2006-1
SUBCARPATHIA;;PLN;4.0;bread - per 1kg;;2004-3
POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;2.81;1999-3
MASOVIA;;PLN;2.0;Hunter's sausage dried - per 1kg;18.16;1999-4
PODLASKIE;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2012-4
MASOVIA;;PLN;2.0;pork ham cooked - per 1kg;17.17;2001-1
GREATER POLAND;;PLN;2.0;salted herring, non-dressed - per 1kg;2.98;2012-8
POMERANIA;;PLN;2.0;fresh non-dressed carp - per 1kg;7.49;2001-7
POLAND;;PLN;2.0;pork belly cooked - per 1kg;13.37;2007-12
HOLY CROSS;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.68;2004-12
LESSER POLAND;;PLN;4.0;bread - per 1kg;;2006-2
POLAND;white table salt bagged - per 1kg;PLN;3.0;;0.43;2013-4
MASOVIA;;PLN;2.0;pork belly cooked - per 1kg;14.1;2010-3
SILESIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;26.65;2014-9
LOWER SILESIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;2.94;2002-5
WARMIA-MASURIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.02;2014-8
SILESIA;;PLN;2.0;smoked bacon with ribs - per 1kg;16.45;2014-11
OPOLE;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.29;1999-8
SILESIA;white table salt bagged - per 1kg;PLN;3.0;;0.42;2014-2
SILESIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.02;1999-12
ŁÓDŹ;;PLN;2.0;salted herring, non-dressed - per 1kg;9.2;2017-6
LESSER POLAND;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.24;2007-1
WARMIA-MASURIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2018-11
WARMIA-MASURIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;28.55;2015-3
WARMIA-MASURIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;2.75;2002-10
WEST POMERANIA;;PLN;2.0;fresh non-dressed trout - per 1kg;11.8;2018-10
SUBCARPATHIA;apple juice, boxed - per 1l;PLN;1.0;;0.0;2003-8
HOLY CROSS;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.87;2019-3
PODLASKIE;;PLN;2.0;Italian head cheese - per 1kg;9.36;2016-10
LESSER POLAND;apple juice, boxed - per 1l;PLN;1.0;;1.78;2012-3
OPOLE;apple juice, boxed - per 1l;PLN;1.0;;0.0;2003-3
ŁÓDŹ;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2018-10
POMERANIA;;PLN;4.0;Masurian barley groats - per 1kg;0.06;2019-5
LUBLIN;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;2.16;2000-1
LOWER SILESIA;;PLN;2.0;Hunter's sausage dried - per 1kg;21.32;2009-1
WARMIA-MASURIA;;PLN;2.0;fresh non-dressed trout - per 1kg;;2003-11
OPOLE;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;13.3;2010-8
ŁÓDŹ;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2009-3
MASOVIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.79;2008-9
LOWER SILESIA;;PLN;4.0;bread - per 1kg;;2004-10
WEST POMERANIA;;PLN;2.0;Italian head cheese - per 1kg;6.44;1999-10
LUBLIN;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;1.69;2003-7
PODLASKIE;;PLN;4.0;bread - per 1kg;;2019-12
ŁÓDŹ;;PLN;2.0;salted herring, non-dressed - per 1kg;9.74;2018-3
LUBUSZ;;PLN;4.0;bread - per 1kg;;2011-11
POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;;1999-11
MASOVIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;17.86;2005-3
LUBLIN;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.34;2018-7
GREATER POLAND;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.09;2008-10
POLAND;frozen carrot and pea mix - per 1kg;EUR;1.0;;3.52;2017-2
HOLY CROSS;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;12.95;2016-11
POMERANIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;10.46;2014-11
